tourney_id,tourney_name,surface,tourney_level,draw_size,tourney_date
2022-8888,Atp Cup,Hard,A,16,20220103
2022-8998,Adelaide 1,Hard,A,32,20220103
2022-9665,Melbourne,Hard,A,32,20220103
2022-9667,Adelaide 2,Hard,A,32,20220110
2022-9663,Sydney,Hard,A,32,20220110
2022-580,Australian Open,Hard,G,128,20220117
2022-9158,Cordoba,Clay,A,32,20220131
2022-0375,Montpellier,Hard,A,32,20220131
2022-0891,Pune,Hard,A,32,20220131
2022-0506,Buenos Aires,Clay,A,32,20220207
2022-0407,Rotterdam,Hard,A,32,20220207
2022-0424,Dallas,Hard,A,32,20220207
2022-0499,Delray Beach,Hard,A,32,20220214
2022-0451,Doha,Hard,A,32,20220214
2022-6932,Rio de Janeiro,Clay,A,32,20220214
2022-0496,Marseille,Hard,A,32,20220214
2022-0807,Acapulco,Hard,A,32,20220221
2022-0495,Dubai,Hard,A,32,20220221
2022-8996,Santiago,Clay,A,32,20220221
2022-0404,Indian Wells Masters,Hard,M,128,20220307
2022-0403,Miami Masters,Hard,M,128,20220321
2022-0717,Houston,Clay,A,32,20220404
2022-0360,Marrakech,Clay,A,32,20220404
2022-0410,Monte Carlo Masters,Clay,M,64,20220411
2022-0425,Barcelona,Clay,A,64,20220418
2022-5053,Belgrade ,Clay,A,32,20220418
2022-7290,Estoril,Clay,A,32,20220425
2022-0308,Munich,Clay,A,32,20220425
2022-1536,Madrid Masters,Clay,M,64,20220502
2022-0416,Rome Masters,Clay,M,64,20220509
2022-0322,Geneva,Clay,A,32,20220516
2022-7694,Lyon,Clay,A,32,20220516
2022-520,Roland Garros,Clay,G,128,20220523
2022-0440,s Hertogenbosch,Grass,A,32,20220606
2022-0321,Stuttgart,Grass,A,32,20220606
2022-0500,Halle,Grass,A,32,20220613
2022-0311,Queen's Club,Grass,A,32,20220613
2022-8994,Mallorca,Grass,A,32,20220620
2022-0741,Eastbourne,Grass,A,32,20220620
2022-540,Wimbledon,Grass,G,128,20220627
2022-0316,Bastad,Clay,A,32,20220711
2022-0315,Newport,Grass,A,32,20220711
2022-0414,Hamburg,Clay,A,32,20220718
2022-0314,Gstaad,Clay,A,32,20220718
2022-6116,Atlanta,Hard,A,32,20220725
2022-0319,Kitzbuhel,Clay,A,32,20220725
2022-0439,Umag,Clay,A,32,20220725
2022-7480,Los Cabos,Hard,A,32,20220801
2022-0418,Washington,Hard,A,64,20220801
2022-0421,Canada Masters,Hard,M,64,20220808
2022-0422,Cincinnati Masters,Hard,M,64,20220815
2022-6242,Winston-Salem,Hard,A,64,20220822
2022-560,Us Open,Hard,G,128,20220829
2022-9569,San Diego,Hard,A,32,20220919
2022-0341,Metz,Hard,A,32,20220919
2022-9210,Laver Cup,Hard,A,8,20220923
2022-4140,Seoul,Hard,A,32,20220926
2022-7434,Sofia,Hard,A,32,20220926
2022-4138,Tel Aviv,Hard,A,32,20220926
2022-9410,Astana,Hard,A,32,20221003
2022-0329,Tokyo,Hard,A,32,20221003
2022-2805,Florence,Hard,A,32,20221010
2022-2807,Gijon,Hard,A,32,20221010
2022-2809,Naples,Hard,A,32,20221017
2022-0429,Stockholm,Hard,A,32,20221017
2022-7485,Antwerp,Hard,A,32,20221017
2022-0328,Basel,Hard,A,32,20221024
2022-0337,Vienna,Hard,A,32,20221024
2022-0352,Paris Masters,Hard,M,64,20221031
2022-7696,NextGen Finals,Hard,A,8,20221107
2022-0605,Tour Finals,Hard,F,8,20221114
2022-M-DC-2022-FLS-1-A-M-ARG-CRO-01,Davis Cup Finals RR: ARG vs CRO,Hard,D,2,20220917
2022-M-DC-2022-FLS-1-A-M-ARG-SWE-01,Davis Cup Finals RR: ARG vs SWE,Hard,D,2,20220913
2022-M-DC-2022-FLS-1-A-M-CRO-SWE-01,Davis Cup Finals RR: CRO vs SWE,Hard,D,2,20220915
2022-M-DC-2022-FLS-1-A-M-ITA-ARG-01,Davis Cup Finals RR: ITA vs ARG,Hard,D,2,20220916
2022-M-DC-2022-FLS-1-A-M-ITA-CRO-01,Davis Cup Finals RR: ITA vs CRO,Hard,D,2,20220914
2022-M-DC-2022-FLS-1-A-M-ITA-SWE-01,Davis Cup Finals RR: ITA vs SWE,Hard,D,2,20220918
2022-M-DC-2022-FLS-2-B-M-ESP-CAN-01,Davis Cup Finals RR: ESP vs CAN,Hard,D,2,20220916
2022-M-DC-2022-FLS-2-B-M-ESP-KOR-01,Davis Cup Finals RR: ESP vs KOR,Hard,D,2,20220918
2022-M-DC-2022-FLS-2-B-M-ESP-SRB-01,Davis Cup Finals RR: ESP vs SRB,Hard,D,2,20220914
2022-M-DC-2022-FLS-2-B-M-KOR-CAN-01,Davis Cup Finals RR: KOR vs CAN,Hard,D,2,20220913
2022-M-DC-2022-FLS-2-B-M-KOR-SRB-01,Davis Cup Finals RR: KOR vs SRB,Hard,D,2,20220915
2022-M-DC-2022-FLS-2-B-M-SRB-CAN-01,Davis Cup Finals RR: SRB vs CAN,Hard,D,2,20220917
2022-M-DC-2022-FLS-3-C-M-AUS-BEL-01,Davis Cup Finals RR: AUS vs BEL,Hard,D,2,20220913
2022-M-DC-2022-FLS-3-C-M-FRA-AUS-01,Davis Cup Finals RR: FRA vs AUS,Hard,D,2,20220915
2022-M-DC-2022-FLS-3-C-M-FRA-BEL-01,Davis Cup Finals RR: FRA vs BEL,Hard,D,2,20220917
2022-M-DC-2022-FLS-3-C-M-FRA-GER-01,Davis Cup Finals RR: FRA vs GER,Hard,D,2,20220914
2022-M-DC-2022-FLS-3-C-M-GER-AUS-01,Davis Cup Finals RR: GER vs AUS,Hard,D,2,20220918
2022-M-DC-2022-FLS-3-C-M-GER-BEL-01,Davis Cup Finals RR: GER vs BEL,Hard,D,2,20220916
2022-M-DC-2022-FLS-4-D-M-GBR-KAZ-01,Davis Cup Finals RR: GBR vs KAZ,Hard,D,2,20220918
2022-M-DC-2022-FLS-4-D-M-GBR-NED-01,Davis Cup Finals RR: GBR vs NED,Hard,D,2,20220916
2022-M-DC-2022-FLS-4-D-M-KAZ-NED-01,Davis Cup Finals RR: KAZ vs NED,Hard,D,2,20220913
2022-M-DC-2022-FLS-4-D-M-USA-GBR-01,Davis Cup Finals RR: USA vs GBR,Hard,D,2,20220914
2022-M-DC-2022-FLS-4-D-M-USA-KAZ-01,Davis Cup Finals RR: USA vs KAZ,Hard,D,2,20220915
2022-M-DC-2022-FLS-4-D-M-USA-NED-01,Davis Cup Finals RR: USA vs NED,Hard,D,2,20220917
2022-M-DC-2022-FLS-M-AUS-CRO-01,Davis Cup Finals SF: AUS vs CRO,Hard,D,2,20221125
2022-M-DC-2022-FLS-M-AUS-NED-01,Davis Cup Finals QF: AUS vs NED,Hard,D,2,20221122
2022-M-DC-2022-FLS-M-CAN-AUS-01,Davis Cup Finals F: CAN vs AUS,Hard,D,2,20221127
2022-M-DC-2022-FLS-M-CRO-ESP-01,Davis Cup Finals QF: CRO vs ESP,Hard,D,2,20221123
2022-M-DC-2022-FLS-M-GER-CAN-01,Davis Cup Finals QF: GER vs CAN,Hard,D,2,20221124
2022-M-DC-2022-FLS-M-ITA-CAN-01,Davis Cup Finals SF: ITA vs CAN,Hard,D,2,20221126
2022-M-DC-2022-FLS-M-ITA-USA-01,Davis Cup Finals QF: ITA vs USA,Hard,D,2,20221124
2022-M-DC-2022-QLS-M-ARG-CZE-01,Davis Cup QLS R1: ARG vs CZE,Clay,D,4,20220304
2022-M-DC-2022-QLS-M-AUS-HUN-01,Davis Cup QLS R1: AUS vs HUN,Hard,D,4,20220304
2022-M-DC-2022-QLS-M-AUT-KOR-01,Davis Cup QLS R1: AUT vs KOR,Hard,D,4,20220304
2022-M-DC-2022-QLS-M-BEL-FIN-01,Davis Cup QLS R1: BEL vs FIN,Hard,D,4,20220304
2022-M-DC-2022-QLS-M-CAN-NED-01,Davis Cup QLS R1: CAN vs NED,Clay,D,4,20220304
2022-M-DC-2022-QLS-M-ESP-ROU-01,Davis Cup QLS R1: ESP vs ROU,Clay,D,4,20220304
2022-M-DC-2022-QLS-M-FRA-ECU-01,Davis Cup QLS R1: FRA vs ECU,Hard,D,4,20220304
2022-M-DC-2022-QLS-M-GER-BRA-01,Davis Cup QLS R1: GER vs BRA,Clay,D,4,20220304
2022-M-DC-2022-QLS-M-ITA-SVK-01,Davis Cup QLS R1: ITA vs SVK,Hard,D,4,20220304
2022-M-DC-2022-QLS-M-KAZ-NOR-01,Davis Cup QLS R1: KAZ vs NOR,Hard,D,4,20220304
2022-M-DC-2022-QLS-M-SWE-JPN-01,Davis Cup QLS R1: SWE vs JPN,Hard,D,4,20220304
2022-M-DC-2022-QLS-M-USA-COL-01,Davis Cup QLS R1: USA vs COL,Hard,D,4,20220304
2022-M-DC-2022-WG1-M-AUT-PAK-01,Davis Cup WG1 R1: AUT vs PAK,Clay,D,4,20220916
2022-M-DC-2022-WG1-M-BIH-MEX-01,Davis Cup WG1 R1: BIH vs MEX,Clay,D,4,20220916
2022-M-DC-2022-WG1-M-BRA-POR-01,Davis Cup WG1 R1: BRA vs POR,Hard,D,4,20220916
2022-M-DC-2022-WG1-M-CHI-PER-01,Davis Cup WG1 R1: CHI vs PER,Clay,D,4,20220917
2022-M-DC-2022-WG1-M-COL-TUR-01,Davis Cup WG1 R1: COL vs TUR,Clay,D,4,20220917
2022-M-DC-2022-WG1-M-CZE-ISR-01,Davis Cup WG1 R1: CZE vs ISR,Hard,D,4,20220916
2022-M-DC-2022-WG1-M-ECU-SUI-01,Davis Cup WG1 R1: ECU vs SUI,Hard,D,4,20220917
2022-M-DC-2022-WG1-M-FIN-NZL-01,Davis Cup WG1 R1: FIN vs NZL,Hard,D,4,20220916
2022-M-DC-2022-WG1-M-HUN-UKR-01,Davis Cup WG1 R1: HUN vs UKR,Hard,D,4,20220915
2022-M-DC-2022-WG1-M-IND-NOR-01,Davis Cup WG1 R1: IND vs NOR,Hard,D,4,20220916
2022-M-DC-2022-WG1-M-JPN-UZB-01,Davis Cup WG1 R1: JPN vs UZB,Hard,D,4,20220916
2022-M-DC-2022-WG1-M-SVK-ROU-01,Davis Cup WG1 R1: SVK vs ROU,Clay,D,4,20220916
2022-M-DC-2022-WG1-PO-CHI-SLO-01,Davis Cup WG1 PO: CHI vs SLO,Clay,D,4,20220304
2022-M-DC-2022-WG1-PO-IND-DEN-01,Davis Cup WG1 PO: IND vs DEN,Grass,D,4,20220304
2022-M-DC-2022-WG1-PO-PAK-LTU-01,Davis Cup WG1 PO: PAK vs LTU,Grass,D,4,20220304
2022-M-DC-2022-WG1-PO-UZB-TUR-01,Davis Cup WG1 PO: UZB vs TUR,Hard,D,4,20220304
2022-M-DC-2022-WG2-M-BAR-IRL-01,Davis Cup WG2 R1: BAR vs IRL,Hard,D,4,20220916
2022-M-DC-2022-WG2-M-BOL-THA-01,Davis Cup WG2 R1: BOL vs THA,Hard,D,4,20220916
2022-M-DC-2022-WG2-M-DEN-ESA-01,Davis Cup WG2 R1: DEN vs ESA,Hard,D,4,20220917
2022-M-DC-2022-WG2-M-DOM-LAT-01,Davis Cup WG2 R1: DOM vs LAT,Hard,D,4,20220916
2022-M-DC-2022-WG2-M-LBN-MON-01,Davis Cup WG2 R1: LBN vs MON,Hard,D,4,20220916
2022-M-DC-2022-WG2-M-LTU-EGY-01,Davis Cup WG2 R1: LTU vs EGY,Hard,D,4,20220917
2022-M-DC-2022-WG2-M-POL-INA-01,Davis Cup WG2 R1: POL vs INA,Hard,D,4,20220916
2022-M-DC-2022-WG2-M-RSA-BUL-01,Davis Cup WG2 R1: RSA vs BUL,Clay,D,4,20220916
2022-M-DC-2022-WG2-M-SLO-EST-01,Davis Cup WG2 R1: SLO vs EST,Clay,D,4,20220916
2022-M-DC-2022-WG2-M-TPE-HKG-01,Davis Cup WG2 R1: TPE vs HKG,Hard,D,4,20220917
2022-M-DC-2022-WG2-M-TUN-GRE-01,Davis Cup WG2 R1: TUN vs GRE,Hard,D,4,20220916
2022-M-DC-2022-WG2-M-URU-CHN-01,Davis Cup WG2 R1: URU vs CHN,Clay,D,4,20220916
2022-M-DC-2022-WG2-PO-EGY-CYP-01,Davis Cup WG2 PO: EGY vs CYP,Clay,D,4,20220304
2022-M-DC-2022-WG2-PO-GRE-JAM-01,Davis Cup WG2 PO: GRE vs JAM,Clay,D,4,20220304
2022-M-DC-2022-WG2-PO-HKG-BEN-01,Davis Cup WG2 PO: HKG vs BEN,Hard,D,4,20220304
2023-9900,United Cup,Hard,A,18,20230102
2023-2843,Adelaide 1,Hard,A,32,20230102
2023-0891,Pune,Hard,A,32,20230102
2023-0301,Auckland,Hard,A,32,20230109
2023-8998,Adelaide 2,Hard,A,32,20230109
2023-580,Australian Open,Hard,G,128,20230116
2023-9158,Cordoba,Clay,A,32,20230206
2023-0424,Dallas,Hard,A,32,20230206
2023-0375,Montpellier,Hard,A,32,20230206
2023-0499,Delray Beach,Hard,A,32,20230213
2023-0506,Buenos Aires,Clay,A,32,20230213
2023-0407,Rotterdam,Hard,A,32,20230213
2023-0451,Doha,Hard,A,32,20230220
2023-6932,Rio De Janeiro,Clay,A,32,20230220
2023-0496,Marseille,Hard,A,32,20230220
2023-0807,Acapulco,Hard,A,32,20230227
2023-0495,Dubai,Hard,A,32,20230227
2023-8996,Santiago,Clay,A,32,20230227
2023-0404,Indian Wells Masters,Hard,M,128,20230306
2023-0403,Miami Masters,Hard,M,128,20230320
2023-7290,Estoril,Clay,A,32,20230403
2023-0717,Houston,Clay,A,32,20230403
2023-0360,Marrakech,Clay,A,32,20230403
2023-0410,Monte Carlo Masters,Clay,M,64,20230410
2023-0425,Barcelona,Clay,A,64,20230417
2023-0308,Munich,Clay,A,32,20230417
2023-2841,Banja Luka,Clay,A,32,20230417
2023-1536,Madrid Masters,Clay,M,128,20230424
2023-0416,Rome Masters,Clay,M,128,20230508
2023-0322,Geneva,Clay,A,32,20230522
2023-7694,Lyon,Clay,A,32,20230522
2023-520,Roland Garros,Clay,G,128,20230529
2023-0440,s Hertogenbosch,Grass,A,32,20230612
2023-0321,Stuttgart,Grass,A,32,20230612
2023-0500,Halle,Grass,A,32,20230619
2023-0311,Queen's Club,Grass,A,32,20230619
2023-8994,Mallorca,Grass,A,32,20230626
2023-0741,Eastbourne,Grass,A,32,20230626
2023-540,Wimbledon,Grass,G,128,20230703
2023-0314,Gstaad,Clay,A,32,20230717
2023-0316,Bastad,Clay,A,32,20230717
2023-0315,Newport,Grass,A,32,20230717
2023-6116,Atlanta,Hard,A,32,20230724
2023-0414,Hamburg,Clay,A,32,20230724
2023-0439,Umag,Clay,A,32,20230724
2023-0319,Kitzbuhel,Clay,A,32,20230731
2023-7480,Los Cabos,Hard,A,32,20230731
2023-0418,Washington,Hard,A,64,20230731
2023-0421,Canada Masters,Hard,M,64,20230807
2023-0422,Cincinnati Masters,Hard,M,64,20230814
2023-6242,Winston-Salem,Hard,A,64,20230821
2023-560,Us Open,Hard,G,128,20230828
2023-7581,Chengdu,Hard,A,32,20230920
2023-9164,Zhuhai,Hard,A,32,20230920
2023-9410,Astana,Hard,A,32,20230925
2023-0747,Beijing,Hard,A,32,20230927
2023-5014,Shanghai Masters,Hard,M,128,20231002
2023-0429,Stockholm,Hard,A,32,20231016
2023-0329,Tokyo,Hard,A,32,20231016
2023-7485,Antwerp,Hard,A,32,20231016
2023-0328,Basel,Hard,A,32,20231023
2023-0337,Vienna,Hard,A,32,20231023
2023-0352,Paris Masters,Hard,M,64,20231030
2023-0341,Metz,Hard,A,32,20231106
2023-7434,Sofia,Hard,A,32,20231106
2023-0605,Tour Finals,Hard,A,8,20231113
2023-7696,NextGen Finals,Hard,F,8,20231127
2023-M-DC-2023-FLS-1-A-M-CAN-CHI-01,Davis Cup Finals RR: CAN vs CHI,Hard,D,2,20230916
2023-M-DC-2023-FLS-1-A-M-CAN-ITA-01,Davis Cup Finals RR: CAN vs ITA,Hard,D,2,20230913
2023-M-DC-2023-FLS-1-A-M-CAN-SWE-01,Davis Cup Finals RR: CAN vs SWE,Hard,D,2,20230914
2023-M-DC-2023-FLS-1-A-M-ITA-CHI-01,Davis Cup Finals RR: ITA vs CHI,Hard,D,2,20230915
2023-M-DC-2023-FLS-1-A-M-ITA-SWE-01,Davis Cup Finals RR: ITA vs SWE,Hard,D,2,20230917
2023-M-DC-2023-FLS-1-A-M-SWE-CHI-01,Davis Cup Finals RR: SWE vs CHI,Hard,D,2,20230912
2023-M-DC-2023-FLS-2-B-M-AUS-FRA-01,Davis Cup Finals RR: AUS vs FRA,Hard,D,2,20230914
2023-M-DC-2023-FLS-2-B-M-AUS-GBR-01,Davis Cup Finals RR: AUS vs GBR,Hard,D,2,20230913
2023-M-DC-2023-FLS-2-B-M-AUS-SUI-01,Davis Cup Finals RR: AUS vs SUI,Hard,D,2,20230916
2023-M-DC-2023-FLS-2-B-M-FRA-SUI-01,Davis Cup Finals RR: FRA vs SUI,Hard,D,2,20230912
2023-M-DC-2023-FLS-2-B-M-GBR-FRA-01,Davis Cup Finals RR: GBR vs FRA,Hard,D,2,20230917
2023-M-DC-2023-FLS-2-B-M-GBR-SUI-01,Davis Cup Finals RR: GBR vs SUI,Hard,D,2,20230915
2023-M-DC-2023-FLS-3-C-M-CZE-KOR-01,Davis Cup Finals RR: CZE vs KOR,Hard,D,2,20230914
2023-M-DC-2023-FLS-3-C-M-ESP-CZE-01,Davis Cup Finals RR: ESP vs CZE,Hard,D,2,20230913
2023-M-DC-2023-FLS-3-C-M-ESP-KOR-01,Davis Cup Finals RR: ESP vs KOR,Hard,D,2,20230917
2023-M-DC-2023-FLS-3-C-M-ESP-SRB-01,Davis Cup Finals RR: ESP vs SRB,Hard,D,2,20230915
2023-M-DC-2023-FLS-3-C-M-SRB-CZE-01,Davis Cup Finals RR: SRB vs CZE,Hard,D,2,20230916
2023-M-DC-2023-FLS-3-C-M-SRB-KOR-01,Davis Cup Finals RR: SRB vs KOR,Hard,D,2,20230912
2023-M-DC-2023-FLS-4-D-M-CRO-FIN-01,Davis Cup Finals RR: CRO vs FIN,Hard,D,2,20230915
2023-M-DC-2023-FLS-4-D-M-CRO-NED-01,Davis Cup Finals RR: CRO vs NED,Hard,D,2,20230917
2023-M-DC-2023-FLS-4-D-M-CRO-USA-01,Davis Cup Finals RR: CRO vs USA,Hard,D,2,20230913
2023-M-DC-2023-FLS-4-D-M-NED-FIN-01,Davis Cup Finals RR: NED vs FIN,Hard,D,2,20230912
2023-M-DC-2023-FLS-4-D-M-NED-USA-01,Davis Cup Finals RR: NED vs USA,Hard,D,2,20230914
2023-M-DC-2023-FLS-4-D-M-USA-FIN-01,Davis Cup Finals RR: USA vs FIN,Hard,D,2,20230916
2023-M-DC-2023-FLS-M-AUS-ITA-01,Davis Cup Finals F: AUS vs ITA,Hard,D,2,20231126
2023-M-DC-2023-FLS-M-CAN-FIN-01,Davis Cup Finals QF: CAN vs FIN,Hard,D,2,20231121
2023-M-DC-2023-FLS-M-CZE-AUS-01,Davis Cup Finals QF: CZE vs AUS,Hard,D,2,20231122
2023-M-DC-2023-FLS-M-FIN-AUS-01,Davis Cup Finals SF: FIN vs AUS,Hard,D,2,20231124
2023-M-DC-2023-FLS-M-ITA-NED-01,Davis Cup Finals QF: ITA vs NED,Hard,D,2,20231123
2023-M-DC-2023-FLS-M-ITA-SRB-01,Davis Cup Finals SF: ITA vs SRB,Hard,D,2,20231125
2023-M-DC-2023-FLS-M-SRB-GBR-01,Davis Cup Finals QF: SRB vs GBR,Hard,D,2,20231123
2023-M-DC-2023-QLS-M-ARG-FIN-01,Davis Cup QLS R1: ARG vs FIN,Hard,D,4,20230204
2023-M-DC-2023-QLS-M-BEL-KOR-01,Davis Cup QLS R1: BEL vs KOR,Hard,D,4,20230204
2023-M-DC-2023-QLS-M-CRO-AUT-01,Davis Cup QLS R1: CRO vs AUT,Hard,D,4,20230204
2023-M-DC-2023-QLS-M-CZE-POR-01,Davis Cup QLS R1: CZE vs POR,Clay,D,4,20230204
2023-M-DC-2023-QLS-M-FRA-HUN-01,Davis Cup QLS R1: FRA vs HUN,Hard,D,4,20230203
2023-M-DC-2023-QLS-M-GBR-COL-01,Davis Cup QLS R1: GBR vs COL,Clay,D,4,20230203
2023-M-DC-2023-QLS-M-GER-SUI-01,Davis Cup QLS R1: GER vs SUI,Hard,D,4,20230203
2023-M-DC-2023-QLS-M-KAZ-CHI-01,Davis Cup QLS R1: KAZ vs CHI,Clay,D,4,20230204
2023-M-DC-2023-QLS-M-NED-SVK-01,Davis Cup QLS R1: NED vs SVK,Hard,D,4,20230204
2023-M-DC-2023-QLS-M-SRB-NOR-01,Davis Cup QLS R1: SRB vs NOR,Hard,D,4,20230203
2023-M-DC-2023-QLS-M-SWE-BIH-01,Davis Cup QLS R1: SWE vs BIH,Hard,D,4,20230203
2023-M-DC-2023-QLS-M-USA-UZB-01,Davis Cup QLS R1: USA vs UZB,Hard,D,4,20230203
2023-M-DC-2023-WG1-M-ARG-LTU-01,Davis Cup WG1 R1: ARG vs LTU,Clay,D,4,20230916
2023-M-DC-2023-WG1-M-AUT-POR-01,Davis Cup WG1 R1: AUT vs POR,Hard,D,4,20230915
2023-M-DC-2023-WG1-M-BIH-GER-01,Davis Cup WG1 R1: BIH vs GER,Clay,D,4,20230916
2023-M-DC-2023-WG1-M-BUL-KAZ-01,Davis Cup WG1 R1: BUL vs KAZ,Clay,D,4,20230916
2023-M-DC-2023-WG1-M-DEN-BRA-01,Davis Cup WG1 R1: DEN vs BRA,Hard,D,4,20230915
2023-M-DC-2023-WG1-M-GRE-SVK-01,Davis Cup WG1 R1: GRE vs SVK,Hard,D,4,20230916
2023-M-DC-2023-WG1-M-ISR-JPN-01,Davis Cup WG1 R1: ISR vs JPN,Hard,D,4,20230916
2023-M-DC-2023-WG1-M-PER-NOR-01,Davis Cup WG1 R1: PER vs NOR,Clay,D,4,20230916
2023-M-DC-2023-WG1-M-UKR-COL-01,Davis Cup WG1 R1: UKR vs COL,Hard,D,4,20230914
2023-M-DC-2023-WG1-PO-BRA-CHN-01,Davis Cup WG1 PO: BRA vs CHN,,D,4,20230203
2023-M-DC-2023-WG1-PO-IND-DEN-01,Davis Cup WG1 PO: IND vs DEN,Hard,D,4,20230203
2023-M-DC-2023-WG1-PO-ISR-LAT-01,Davis Cup WG1 PO: ISR vs LAT,,D,4,20230204
2023-M-DC-2023-WG1-PO-PAK-LTU-01,Davis Cup WG1 PO: PAK vs LTU,,D,4,20230203
2023-M-DC-2023-WG1-PO-PER-IRL-01,Davis Cup WG1 PO: PER vs IRL,,D,4,20230203
2023-M-DC-2023-WG1-PO-ROU-THA-01,Davis Cup WG1 PO: ROU vs THA,,D,4,20230203
2023-M-DC-2023-WG1-PO-TUR-SLO-01,Davis Cup WG1 PO: TUR vs SLO,,D,4,20230203
2023-M-DC-2023-WG1-PO-UKR-LBN-01,Davis Cup WG1 PO: UKR vs LBN,,D,4,20230203
2023-M-DC-2023-WG2-M-ESA-IRL-01,Davis Cup WG2 R1: ESA vs IRL,Clay,D,4,20230916
2023-M-DC-2023-WG2-M-HKG-LAT-01,Davis Cup WG2 R1: HKG vs LAT,Hard,D,4,20230916
2023-M-DC-2023-WG2-M-IND-MAR-01,Davis Cup WG2 R1: IND vs MAR,Hard,D,4,20230916
2023-M-DC-2023-WG2-M-LBN-JAM-01,Davis Cup WG2 R1: LBN vs JAM,Clay,D,4,20230915
2023-M-DC-2023-WG2-M-MEX-CHN-01,Davis Cup WG2 R1: MEX vs CHN,Clay,D,4,20230916
2023-M-DC-2023-WG2-M-MON-ECU-01,Davis Cup WG2 R1: MON vs ECU,Clay,D,4,20230915
2023-M-DC-2023-WG2-M-PAK-INA-01,Davis Cup WG2 R1: PAK vs INA,Grass,D,4,20230916
2023-M-DC-2023-WG2-M-SLO-LUX-01,Davis Cup WG2 R1: SLO vs LUX,Clay,D,4,20230915
2023-M-DC-2023-WG2-M-URU-EGY-01,Davis Cup WG2 R1: URU vs EGY,Clay,D,4,20230916
2023-M-DC-2023-WG2-PO-BAR-POC-01,Davis Cup WG2 PO: BAR vs POC,,D,4,20230203
2023-M-DC-2023-WG2-PO-BOL-GEO-01,Davis Cup WG2 PO: BOL vs GEO,,D,4,20230202
2023-M-DC-2023-WG2-PO-EGY-PAR-01,Davis Cup WG2 PO: EGY vs PAR,,D,4,20230203
2023-M-DC-2023-WG2-PO-ESA-JOR-01,Davis Cup WG2 PO: ESA vs JOR,,D,4,20230203
2023-M-DC-2023-WG2-PO-EST-JAM-01,Davis Cup WG2 PO: EST vs JAM,,D,4,20230204
2023-M-DC-2023-WG2-PO-INA-VIE-01,Davis Cup WG2 PO: INA vs VIE,,D,4,20230204
2023-M-DC-2023-WG2-PO-RSA-LUX-01,Davis Cup WG2 PO: RSA vs LUX,,D,4,20230204
2023-M-DC-2023-WG2-PO-TUN-CYP-01,Davis Cup WG2 PO: TUN vs CYP,,D,4,20230203
2024-0339,Brisbane,Hard,A,32,20240101
2024-9900,United Cup,Hard,A,18,20240101
2024-0336,Hong Kong,Hard,A,32,20240101
2024-8998,Adelaide,Hard,A,32,20240108
2024-0301,Auckland,Hard,A,32,20240108
2024-580,Australian Open,Hard,G,128,20240115
2024-0375,Montpellier,Hard,A,32,20240129
2024-9158,Cordoba,Clay,A,32,20240205
2024-0424,Dallas,Hard,A,32,20240205
2024-0496,Marseille,Hard,A,32,20240205
2024-0499,Delray Beach,Hard,A,32,20240212
2024-0506,Buenos Aires,Clay,A,32,20240212
2024-0407,Rotterdam,Hard,A,32,20240212
2024-0451,Doha,Hard,A,32,20240219
2024-7480,Los Cabos,Hard,A,32,20240219
2024-6932,Rio De Janeiro,Clay,A,32,20240219
2024-0807,Acapulco,Hard,A,32,20240226
2024-0495,Dubai,Hard,A,32,20240226
2024-8996,Santiago,Clay,A,32,20240226
2024-0404,Indian Wells Masters,Hard,M,128,20240304
2024-0403,Miami Masters,Hard,M,128,20240318
2024-7290,Estoril,Clay,A,32,20240401
2024-0717,Houston,Clay,A,32,20240401
2024-0360,Marrakech,Clay,A,32,20240401
2024-0410,Monte Carlo Masters,Clay,M,64,20240408
2024-0425,Barcelona,Clay,A,64,20240415
2024-0308,Munich,Clay,A,32,20240415
2024-4462,Bucharest,Clay,A,32,20240415
2024-1536,Madrid Masters,Clay,M,128,20240422
2024-0416,Rome Masters,Clay,M,128,20240506
2024-0322,Geneva,Clay,A,32,20240520
2024-7694,Lyon,Clay,A,32,20240520
2024-520,Roland Garros,Clay,G,128,20240527
2024-0440,s Hertogenbosch,Grass,A,32,20240610
2024-0321,Stuttgart,Grass,A,32,20240610
2024-0500,Halle,Grass,A,32,20240617
2024-0311,Queen's Club,Grass,A,32,20240617
2024-8994,Mallorca,Grass,A,32,20240624
2024-0741,Eastbourne,Grass,A,32,20240624
2024-540,Wimbledon,Grass,G,128,20240701
2024-0314,Gstaad,Clay,A,32,20240715
2024-0414,Hamburg,Clay,A,32,20240715
2024-0316,Bastad,Clay,A,32,20240715
2024-0315,Newport,Grass,A,32,20240715
2024-6116,Atlanta,Hard,A,32,20240722
2024-0319,Kitzbuhel,Clay,A,32,20240722
2024-0439,Umag,Clay,A,32,20240722
2024-0418,Washington,Hard,A,64,20240729
2024-0096,Paris Olympics,Clay,O,64,20240729
2024-0421,Canada Masters,Hard,M,64,20240805
2024-0422,Cincinnati Masters,Hard,M,64,20240812
2024-6242,Winston-Salem,Hard,A,64,20240819
2024-560,Us Open,Hard,G,128,20240826
2024-7581,Chengdu,Hard,A,28,20240918
2024-4713,Hangzhou,Hard,A,28,20240918
2024-9210,Laver Cup,Hard,A,12,20240920
2024-0329,Tokyo,Hard,A,32,20240925
2024-0747,Beijing,Hard,A,32,20240926
